446,1.40815,0.51257,2246.94,12.4894,4.54615
446,0.0114573,-0.0846561,2261.27,1.1476,-8.47944
446,-1.73497,-0.499257,2236.79,-12.2538,-3.52618
446,-0.726446,0.434738,2229.8,-4.73457,2.83338
446,-1.37567,0.441762,2247.69,-12.5285,4.0232
446,-1.63708,0.618753,2235.54,-11.3723,4.2983
446,1.18003,-1.31875,2242.17,9.17041,-10.2484
446,-1.08258,-0.421921,2274.45,4.09225,1.59489
446,-1.15894,0.433195,2231.15,-7.65334,2.8607
446,-0.837625,-0.291398,2253.86,-10.7705,-3.74692
446,0.379398,0.864853,2253.32,4.66152,10.6261
446,-1.50181,0.664661,2234,-10.2351,4.52979
446,-0.622372,0.410678,2255.17,-9.10228,6.00623
446,-1.408,0.914162,2244.07,-11.4618,7.44171
446,0.532849,-0.804295,2230.11,3.48241,-5.25643
446,0.578053,-0.329049,2229.37,3.75295,-2.13632
446,-1.65718,-0.511078,2235.19,-11.4509,-3.53147
446,0.697072,1.69329,2238.62,5.06761,12.31
446,-0.187527,1.53306,2233.03,-1.26234,10.3198
446,1.10553,-1.31975,2234.97,7.61475,-9.09027
446,-0.936525,1.50912,2236.02,-6.54746,10.5506
446,0.766695,1.56461,2235.35,5.3099,10.8361
446,1.37587,-0.371989,2232.19,9.18802,-2.48414
446,0.609934,-1.55622,2234.33,4.17178,-10.6441
446,1.33708,-0.716095,2246.7,11.7607,-6.29864
446,1.77979,-0.396371,2237.68,12.7427,-2.83789
446,-0.360337,0.282208,2266.29,5.20899,-4.07956
446,-1.18987,0.0865207,2250.67,-12.378,0.900052
446,-0.894245,1.44568,2243.7,-7.20879,11.6541
446,0.108062,0.382696,2228.98,0.698772,2.47466
446,0.0111202,-0.00676963,2262.1,-6.99919,4.2609
446,-1.35437,0.965514,2234.24,-9.25508,6.59782
446,1.2945,-0.220482,2249.36,12.6026,-2.14649
446,0.264318,-0.133532,2228.89,1.70712,-0.862429
446,-0.410079,-1.78471,2239.52,-3.02483,-13.1644
446,0.993304,-0.831897,2231.42,6.57325,-5.50513
446,-0.239474,0.804038,2254.28,-3.20551,10.7625
446,0.840063,-0.241907,2270.58,-5.00336,1.44078
446,-0.625212,1.64481,2242.45,-4.88811,12.8597
446,-1.07066,0.756307,2249.39,-10.4364,7.37221
446,0.605253,-0.114071,2267.85,-5.96302,1.12384
446,0.182826,-0.0560723,2263.74,-7.22408,2.2156
446,0.232933,-0.0575318,2264.2,-7.166,1.76992
446,0.515433,1.25839,2279.2,-1.59955,-3.90517
446,0.548267,0.35674,2229.35,3.55904,2.31575
446,-0.247945,-0.990214,2252.53,-2.87942,-11.4995
446,-0.147962,1.65251,2234.19,-1.01059,11.2868
446,-0.414585,-1.17681,2250.12,-4.18329,-11.8744
446,1.73576,0.350121,2235.92,12.1201,2.44477
446,-1.4803,0.110966,2247.13,-13.2179,0.990843
446,-0.357779,0.488406,2229.28,-2.32149,3.16907
446,-1.7067,0.254412,2243.26,-13.597,2.02687
446,-1.56047,-0.945063,2237.8,-11.1952,-6.78009
446,0.570877,-1.59749,2243.76,4.60933,-12.8983
446,-1.27247,-0.732144,2247.36,-11.4541,-6.59039
