446,-0.540519,1.68998,2242.03,-4.18771,13.0932
446,0.340358,1.75473,2241.54,2.6117,13.4647
446,-0.150207,-1.65115,2234.18,-1.02578,-11.2759
446,0.425797,-1.34047,2248.19,3.95265,-12.4436
446,1.56718,-0.173435,2245.92,13.4182,-1.48495
446,0.61697,0.570743,2229.78,4.02057,3.71933
446,1.7651,0.107769,2242.21,13.7277,0.838154
446,-0.121637,0.0111435,2260.93,-8.65125,0.792559
446,0.684982,1.15274,2249.01,6.57227,11.0603
446,1.44064,1.00397,2235.66,10.0261,6.98712
446,0.897349,0.885308,2249.99,8.99086,8.87022
446,0.766555,0.6707,2272.42,-3.59275,-3.14349
446,-1.13663,0.876958,2232.26,-7.59538,5.86015
446,1.49892,0.672132,2234.01,10.216,4.58096
446,-0.0453545,1.1871,2230.94,-0.298942,7.82441
446,-0.584685,-0.2229,2256.34,-9.80426,-3.73768
446,-0.597692,-1.48759,2233.6,-4.05372,-10.0893
446,-1.67266,0.19027,2243.98,-13.5864,1.54549
446,-0.94358,-0.983787,2231.78,-6.26843,-6.53553
446,-1.29542,0.0923807,2249.54,-12.7115,0.906498
446,-0.546029,-0.938226,2230.51,-3.58269,-6.15604
15.5,-3.27039,1.08635,1615.99,-219.404,72.8811
15.5,-0.768132,-3.35441,1615.9,-51.4362,-224.621
446,-0.794819,-0.269995,2254.28,-10.6347,-3.61254
446,0.0538181,0.571819,2229.24,0.349161,3.70985
15.2,-3.41904,-1.80623,1633.23,-281.768,-148.854
446,1.37139,-0.621753,2246.84,12.1229,-5.49624
446,0.907918,-0.624319,2251.62,9.97975,-6.86246
446,-0.0597753,0.369357,2258.62,-1.53281,9.47136
446,-1.04477,1.35429,2243.52,-8.38184,10.8651
446,1.76113,0.425721,2237.01,12.4773,3.01617
446,-0.751733,-1.58477,2235.63,-5.22888,-11.0233
446,0.0257168,0.0766744,2261.31,2.71577,8.09706
446,-1.6374,-0.689182,2241.93,-12.6618,-5.32935
446,0.624641,-1.01585,2250.67,6.4998,-10.5705
446,-0.365958,-1.2374,2276.9,1.18045,3.99143
446,1.52221,0.693965,2244.17,12.4253,5.66461
446,-0.17933,-1.73234,2242.89,-1.41639,-13.6823
446,0.529903,-0.468503,2268.8,-4.31451,3.81458
446,-0.292416,0.645689,2229.45,-1.89948,4.19427
446,0.708591,-0.0934353,2229.46,4.60355,-0.607027
446,0.239775,0.645805,2229.41,1.55696,4.1935
446,1.75805,-0.224253,2235.95,12.2796,-1.56636
446,0.028533,1.71974,2234.94,0.196455,11.8407
446,-1.04031,-1.0636,2232.61,-6.97467,-7.13079
446,0.488397,-0.460116,2255.91,7.75244,-7.30353
446,-0.390448,-1.41249,2232.44,-2.61318,-9.45348
446,-0.816035,-1.45131,2234.26,-5.57745,-9.91948
446,-0.266188,0.698766,2229.54,-1.73054,4.54279
446,-0.146731,0.834566,2229.8,-0.956324,5.4393
446,1.07855,0.928386,2247.98,9.92964,8.54714
446,0.594506,-1.18726,2231.58,3.94073,-7.86984
446,1.18566,0.926924,2246.85,10.4848,8.19678
446,1.5545,0.704725,2234.77,10.6816,4.84245
446,-0.797818,-0.0479562,2229.67,-5.19312,-0.312155
