------ Begin Next Fly'm ------
556,0.631216,-0.567262,691.298,1.63659,-1.47078
556,-0.409719,-0.694094,691.249,-1.03892,-1.76
556,-0.853273,0.216517,691.504,-2.52923,0.641789
556,-0.392873,-0.342584,691.073,-0.916539,-0.79922
556,-0.371858,-0.807728,691.442,-1.05332,-2.28796
556,-0.471931,-0.392867,691.889,-2.21286,-1.84213
556,-0.412532,0.454196,691.11,-0.97769,1.07643
48.4,-5.33384,3.01033,487.77,-43.7771,24.707
556,-0.594438,-0.630654,691.34,-1.57978,-1.67603
556,0.302425,0.618638,691.817,1.25817,2.5737
556,-0.304938,0.706176,691.208,-0.755319,1.74917
556,-0.157404,-0.0702147,692.196,-2.54298,-1.13437
556,0.319756,-0.63761,691.796,1.28301,-2.55838
556,-0.0546001,-0.309392,692.437,0.444272,2.51746
556,0.783287,-0.388338,691.369,2.12136,-1.05173
556,-0.339482,-0.010586,692.093,-2.83641,-0.0884471
556,-0.799845,-0.120692,691.668,-2.75486,-0.415695
556,-0.827681,0.292107,691.384,-2.26294,0.798641
556,-0.56758,-0.10133,691.093,-1.33398,-0.238155
556,0.805697,-0.373504,691.433,2.26923,-1.05197
556,-0.581533,-0.0762064,691.097,-1.36958,-0.179475
556,0.558018,0.133691,691.092,1.31089,0.314066
556,-0.396237,0.623615,691.18,-0.966865,1.52169
556,0.179682,-0.857054,691.516,0.53851,-2.56861
556,-1.23945,-0.1592,692.79,2.01835,0.259245
556,0.051324,0.444726,692.019,0.328354,2.84521
556,0.0981422,-0.322307,692.446,-0.740816,2.4329
556,-0.625437,-0.0597569,691.118,-1.48888,-0.142254
556,0.581272,-0.0829435,691.098,1.36917,-0.195371
556,0.406564,-0.635354,691.192,0.997957,-1.55955
556,0.818301,0.34673,691.437,2.31047,0.978993
556,-0.860119,0.14069,691.356,-2.30867,0.37763
556,-0.100421,0.131576,692.375,1.60098,-2.09768
556,0.564544,-0.55385,691.232,1.41898,-1.3921
556,0.805553,-0.272706,691.301,2.09221,-0.70828
556,0.101546,-0.415276,691.046,0.235471,-0.962967
556,0.209924,0.850916,691.378,0.57201,2.31861
556,-0.346733,-0.609918,691.805,-1.41494,-2.48893
556,-0.730887,0.357875,691.662,-2.49861,1.22343
